topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2020-02,2025-07-22 18:10
Yellow fever mosquito,/m/06y6_w,68,BR-AC,Dengue,2020-02,2025-07-22 18:10
Bleeding,/m/012n6x,56,BR-AC,Dengue,2020-02,2025-07-22 18:10
Disease,/m/027x3,32,BR-AC,Dengue,2020-02,2025-07-22 18:10
Mosquito,/m/09f96,26,BR-AC,Dengue,2020-02,2025-07-22 18:10
Symptom,/m/01b_06,100,BR-AL,Dengue,2020-02,2025-07-22 18:10
Mosquito,/m/09f96,70,BR-AL,Dengue,2020-02,2025-07-22 18:10
Yellow fever mosquito,/m/06y6_w,67,BR-AL,Dengue,2020-02,2025-07-22 18:10
Chikungunya virus infection,/m/01__7l,35,BR-AL,Dengue,2020-02,2025-07-22 18:10
Health,/m/0kt51,27,BR-AL,Dengue,2020-02,2025-07-22 18:10
Virus,/m/0g9pc,26,BR-AL,Dengue,2020-02,2025-07-22 18:10
Common cold,/m/0n073,25,BR-AL,Dengue,2020-02,2025-07-22 18:10
Fever,/m/0cjf0,25,BR-AL,Dengue,2020-02,2025-07-22 18:10
Disease,/m/027x3,22,BR-AL,Dengue,2020-02,2025-07-22 18:10
Zika fever,/m/02vkznh,20,BR-AL,Dengue,2020-02,2025-07-22 18:10
Combat,/m/0byj4,20,BR-AL,Dengue,2020-02,2025-07-22 18:10
Epidemic,/m/0hn9s,13,BR-AL,Dengue,2020-02,2025-07-22 18:10
Influenza,/m/0cycc,12,BR-AL,Dengue,2020-02,2025-07-22 18:10
Ministry of Health of Brazil,/m/0c3ty1w,12,BR-AL,Dengue,2020-02,2025-07-22 18:10
Symptom,/m/01b_06,100,BR-AM,Dengue,2020-02,2025-07-22 18:10
Yellow fever mosquito,/m/06y6_w,39,BR-AM,Dengue,2020-02,2025-07-22 18:10
Mosquito,/m/09f96,28,BR-AM,Dengue,2020-02,2025-07-22 18:10
Disease,/m/027x3,25,BR-AM,Dengue,2020-02,2025-07-22 18:10
Malaria,/m/0542n,17,BR-AM,Dengue,2020-02,2025-07-22 18:10
Zika fever,/m/02vkznh,15,BR-AM,Dengue,2020-02,2025-07-22 18:10
Virus,/m/0g9pc,14,BR-AM,Dengue,2020-02,2025-07-22 18:10
Chikungunya virus infection,/m/01__7l,12,BR-AM,Dengue,2020-02,2025-07-22 18:10
Influenza,/m/0cycc,8,BR-AM,Dengue,2020-02,2025-07-22 18:10
Combat,/m/0byj4,8,BR-AM,Dengue,2020-02,2025-07-22 18:10
Pharmaceutical drug,/m/018l35,7,BR-AM,Dengue,2020-02,2025-07-22 18:10
Eating,/m/01f5gx,6,BR-AM,Dengue,2020-02,2025-07-22 18:10
Infection,/m/098s1,5,BR-AM,Dengue,2020-02,2025-07-22 18:10
Yellow fever mosquito,/m/06y6_w,100,BR-AP,Dengue,2020-02,2025-07-22 18:10
Symptom,/m/01b_06,100,BR-BA,Dengue,2020-02,2025-07-22 18:10
Yellow fever mosquito,/m/06y6_w,41,BR-BA,Dengue,2020-02,2025-07-22 18:10
Mosquito,/m/09f96,41,BR-BA,Dengue,2020-02,2025-07-22 18:10
Zika fever,/m/02vkznh,19,BR-BA,Dengue,2020-02,2025-07-22 18:10
Chikungunya virus infection,/m/01__7l,19,BR-BA,Dengue,2020-02,2025-07-22 18:10
Fever,/m/0cjf0,11,BR-BA,Dengue,2020-02,2025-07-22 18:10
Body,/m/0180q,11,BR-BA,Dengue,2020-02,2025-07-22 18:10
Zika virus,/m/080m_5j,10,BR-BA,Dengue,2020-02,2025-07-22 18:10
Virus,/m/0g9pc,10,BR-BA,Dengue,2020-02,2025-07-22 18:10
Bleeding,/m/012n6x,9,BR-BA,Dengue,2020-02,2025-07-22 18:10
Metamizole,/m/08j19g,9,BR-BA,Dengue,2020-02,2025-07-22 18:10
Itch,/m/04kllm9,7,BR-BA,Dengue,2020-02,2025-07-22 18:10
Acetaminophen,/m/0lbt3,6,BR-BA,Dengue,2020-02,2025-07-22 18:10
Pharmaceutical drug,/m/018l35,6,BR-BA,Dengue,2020-02,2025-07-22 18:10
Platelet,/m/01bw6w,5,BR-BA,Dengue,2020-02,2025-07-22 18:10
Preventive healthcare,/m/0400g4,5,BR-BA,Dengue,2020-02,2025-07-22 18:10
Diarrhea,/m/0f3kl,5,BR-BA,Dengue,2020-02,2025-07-22 18:10
International Classification of Diseases,/m/03zlr,5,BR-BA,Dengue,2020-02,2025-07-22 18:10
Nevus,/m/03rd_n,5,BR-BA,Dengue,2020-02,2025-07-22 18:10
Dengue virus,/m/0g58pft,5,BR-BA,Dengue,2020-02,2025-07-22 18:10
Picada,/m/0b6hz2j,4,BR-BA,Dengue,2020-02,2025-07-22 18:10
Influenza,/m/0cycc,4,BR-BA,Dengue,2020-02,2025-07-22 18:10
Mortality rate,/m/01b4_q,4,BR-BA,Dengue,2020-02,2025-07-22 18:10
Fee,/m/03fk6m,4,BR-BA,Dengue,2020-02,2025-07-22 18:10
Symptom,/m/01b_06,100,BR-CE,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,85,BR-CE,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,80,BR-CE,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,18,BR-CE,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,17,BR-CE,Dengue,2020-02,2025-07-22 18:11
Disease,/m/027x3,16,BR-CE,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,15,BR-CE,Dengue,2020-02,2025-07-22 18:11
Aedes,/m/01yz26,12,BR-CE,Dengue,2020-02,2025-07-22 18:11
Vaccine,/m/07__7,11,BR-CE,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,11,BR-CE,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,9,BR-CE,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,9,BR-CE,Dengue,2020-02,2025-07-22 18:11
Dengue virus,/m/0g58pft,8,BR-CE,Dengue,2020-02,2025-07-22 18:11
Picada,/m/0b6hz2j,8,BR-CE,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,8,BR-CE,Dengue,2020-02,2025-07-22 18:11
Larva,/m/0d9_3,7,BR-CE,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,7,BR-CE,Dengue,2020-02,2025-07-22 18:11
Viral Infection,/m/02kc20m,7,BR-CE,Dengue,2020-02,2025-07-22 18:11
Preventive healthcare,/m/0400g4,7,BR-CE,Dengue,2020-02,2025-07-22 18:11
Influenza,/m/0cycc,7,BR-CE,Dengue,2020-02,2025-07-22 18:11
Yellow fever,/m/087z2,6,BR-CE,Dengue,2020-02,2025-07-22 18:11
Parody,/m/0gf28,6,BR-CE,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,5,BR-CE,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,4,BR-CE,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-DF,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,43,BR-DF,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,43,BR-DF,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,15,BR-DF,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,14,BR-DF,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,10,BR-DF,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,10,BR-DF,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,9,BR-DF,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,9,BR-DF,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,7,BR-DF,Dengue,2020-02,2025-07-22 18:11
Physical examination,/m/02vjj4,7,BR-DF,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,6,BR-DF,Dengue,2020-02,2025-07-22 18:11
Community health agent,/m/09gm3ld,6,BR-DF,Dengue,2020-02,2025-07-22 18:11
Picada,/m/0b6hz2j,6,BR-DF,Dengue,2020-02,2025-07-22 18:11
Influenza,/m/0cycc,6,BR-DF,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,6,BR-DF,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,5,BR-DF,Dengue,2020-02,2025-07-22 18:11
Vomiting,/m/012qjw,5,BR-DF,Dengue,2020-02,2025-07-22 18:11
Itch,/m/04kllm9,4,BR-DF,Dengue,2020-02,2025-07-22 18:11
Diarrhea,/m/0f3kl,4,BR-DF,Dengue,2020-02,2025-07-22 18:11
Vaccine,/m/07__7,3,BR-DF,Dengue,2020-02,2025-07-22 18:11
Nausea,/m/0gxb2,3,BR-DF,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-ES,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,30,BR-ES,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,29,BR-ES,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,17,BR-ES,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,13,BR-ES,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,10,BR-ES,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,10,BR-ES,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,9,BR-ES,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,8,BR-ES,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,7,BR-ES,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,7,BR-ES,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,7,BR-ES,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,7,BR-ES,Dengue,2020-02,2025-07-22 18:11
Pharmaceutical drug,/m/018l35,6,BR-ES,Dengue,2020-02,2025-07-22 18:11
Picada,/m/0b6hz2j,5,BR-ES,Dengue,2020-02,2025-07-22 18:11
Ministry of Health of Brazil,/m/0c3ty1w,5,BR-ES,Dengue,2020-02,2025-07-22 18:11
Itch,/m/04kllm9,5,BR-ES,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,4,BR-ES,Dengue,2020-02,2025-07-22 18:11
Influenza,/m/0cycc,4,BR-ES,Dengue,2020-02,2025-07-22 18:11
Physical examination,/m/02vjj4,4,BR-ES,Dengue,2020-02,2025-07-22 18:11
Measles,/m/0g2gb,3,BR-ES,Dengue,2020-02,2025-07-22 18:11
Aedes,/m/01yz26,3,BR-ES,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-GO,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,44,BR-GO,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,41,BR-GO,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,13,BR-GO,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,12,BR-GO,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,10,BR-GO,Dengue,2020-02,2025-07-22 18:11
Physical examination,/m/02vjj4,10,BR-GO,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,10,BR-GO,Dengue,2020-02,2025-07-22 18:11
International Classification of Diseases,/m/03zlr,10,BR-GO,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,9,BR-GO,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,9,BR-GO,Dengue,2020-02,2025-07-22 18:11
Itch,/m/04kllm9,8,BR-GO,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,7,BR-GO,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,6,BR-GO,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,6,BR-GO,Dengue,2020-02,2025-07-22 18:11
Yellow fever,/m/087z2,6,BR-GO,Dengue,2020-02,2025-07-22 18:11
Yam,/m/08vtlt,5,BR-GO,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,5,BR-GO,Dengue,2020-02,2025-07-22 18:11
Influenza,/m/0cycc,5,BR-GO,Dengue,2020-02,2025-07-22 18:11
Liver,/m/04p8w,5,BR-GO,Dengue,2020-02,2025-07-22 18:11
Diarrhea,/m/0f3kl,4,BR-GO,Dengue,2020-02,2025-07-22 18:11
Immunity,/m/025sjz4,4,BR-GO,Dengue,2020-02,2025-07-22 18:11
Headache,/m/0j5fv,4,BR-GO,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-MA,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,39,BR-MA,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,39,BR-MA,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,19,BR-MA,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,15,BR-MA,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,14,BR-MA,Dengue,2020-02,2025-07-22 18:11
Influenza,/m/0cycc,14,BR-MA,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,13,BR-MA,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,13,BR-MA,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,12,BR-MA,Dengue,2020-02,2025-07-22 18:11
Disease,/m/027x3,7,BR-MA,Dengue,2020-02,2025-07-22 18:11
Yellow fever,/m/087z2,6,BR-MA,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,6,BR-MA,Dengue,2020-02,2025-07-22 18:11
Preventive healthcare,/m/0400g4,6,BR-MA,Dengue,2020-02,2025-07-22 18:11
Medical sign,/m/02qbqx,5,BR-MA,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,4,BR-MA,Dengue,2020-02,2025-07-22 18:11
Vaccine,/m/07__7,2,BR-MA,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-MG,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,49,BR-MG,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,47,BR-MG,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,12,BR-MG,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,10,BR-MG,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,10,BR-MG,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,10,BR-MG,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,9,BR-MG,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,8,BR-MG,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,8,BR-MG,Dengue,2020-02,2025-07-22 18:11
Influenza,/m/0cycc,6,BR-MG,Dengue,2020-02,2025-07-22 18:11
Headache,/m/0j5fv,6,BR-MG,Dengue,2020-02,2025-07-22 18:11
Itch,/m/04kllm9,5,BR-MG,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,5,BR-MG,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,5,BR-MG,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,5,BR-MG,Dengue,2020-02,2025-07-22 18:11
Diarrhea,/m/0f3kl,5,BR-MG,Dengue,2020-02,2025-07-22 18:11
Picada,/m/0b6hz2j,5,BR-MG,Dengue,2020-02,2025-07-22 18:11
Aedes,/m/01yz26,4,BR-MG,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,4,BR-MG,Dengue,2020-02,2025-07-22 18:11
Larva,/m/0d9_3,3,BR-MG,Dengue,2020-02,2025-07-22 18:11
Rate,/m/01x1q9,3,BR-MG,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-MS,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,28,BR-MS,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,25,BR-MS,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,19,BR-MS,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,13,BR-MS,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,12,BR-MS,Dengue,2020-02,2025-07-22 18:11
Itch,/m/04kllm9,11,BR-MS,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,10,BR-MS,Dengue,2020-02,2025-07-22 18:11
Eating,/m/01f5gx,10,BR-MS,Dengue,2020-02,2025-07-22 18:11
Physical examination,/m/02vjj4,10,BR-MS,Dengue,2020-02,2025-07-22 18:11
Yam,/m/08vtlt,10,BR-MS,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,8,BR-MS,Dengue,2020-02,2025-07-22 18:11
Juice,/m/01z1kdw,8,BR-MS,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,7,BR-MS,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,6,BR-MS,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,5,BR-MS,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,5,BR-MS,Dengue,2020-02,2025-07-22 18:11
Complete blood count,/m/01k19y,5,BR-MS,Dengue,2020-02,2025-07-22 18:11
Nevus,/m/03rd_n,5,BR-MS,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,5,BR-MS,Dengue,2020-02,2025-07-22 18:11
Liver,/m/04p8w,4,BR-MS,Dengue,2020-02,2025-07-22 18:11
Immunoglobulin M,/m/02gshc,3,BR-MS,Dengue,2020-02,2025-07-22 18:11
Headache,/m/0j5fv,3,BR-MS,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-MT,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,33,BR-MT,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,30,BR-MT,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,21,BR-MT,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,12,BR-MT,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,12,BR-MT,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,11,BR-MT,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,10,BR-MT,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,9,BR-MT,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,9,BR-MT,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,8,BR-MT,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,8,BR-MT,Dengue,2020-02,2025-07-22 18:11
Itch,/m/04kllm9,7,BR-MT,Dengue,2020-02,2025-07-22 18:11
Physical examination,/m/02vjj4,7,BR-MT,Dengue,2020-02,2025-07-22 18:11
Immunoglobulin G,/m/02gsf4,7,BR-MT,Dengue,2020-02,2025-07-22 18:11
Influenza,/m/0cycc,6,BR-MT,Dengue,2020-02,2025-07-22 18:11
Online and offline,/m/0bcp7,6,BR-MT,Dengue,2020-02,2025-07-22 18:11
Diarrhea,/m/0f3kl,5,BR-MT,Dengue,2020-02,2025-07-22 18:11
Vomiting,/m/012qjw,4,BR-MT,Dengue,2020-02,2025-07-22 18:11
Picada,/m/0b6hz2j,4,BR-MT,Dengue,2020-02,2025-07-22 18:11
Headache,/m/0j5fv,4,BR-MT,Dengue,2020-02,2025-07-22 18:11
Pharmaceutical drug,/m/018l35,3,BR-MT,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-PA,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,30,BR-PA,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,28,BR-PA,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,17,BR-PA,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,16,BR-PA,Dengue,2020-02,2025-07-22 18:11
Measles,/m/0g2gb,15,BR-PA,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,14,BR-PA,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,11,BR-PA,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,10,BR-PA,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,9,BR-PA,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,8,BR-PA,Dengue,2020-02,2025-07-22 18:11
Disease,/m/027x3,8,BR-PA,Dengue,2020-02,2025-07-22 18:11
Skin,/m/06z04,8,BR-PA,Dengue,2020-02,2025-07-22 18:11
Preventive healthcare,/m/0400g4,8,BR-PA,Dengue,2020-02,2025-07-22 18:11
Yellow fever,/m/087z2,6,BR-PA,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,5,BR-PA,Dengue,2020-02,2025-07-22 18:11
Nevus,/m/03rd_n,5,BR-PA,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,5,BR-PA,Dengue,2020-02,2025-07-22 18:11
Itch,/m/04kllm9,5,BR-PA,Dengue,2020-02,2025-07-22 18:11
Medical sign,/m/02qbqx,5,BR-PA,Dengue,2020-02,2025-07-22 18:11
Vaccine,/m/07__7,5,BR-PA,Dengue,2020-02,2025-07-22 18:11
Aedes,/m/01yz26,4,BR-PA,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,4,BR-PA,Dengue,2020-02,2025-07-22 18:11
Malaria,/m/0542n,4,BR-PA,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-PB,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,85,BR-PB,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,83,BR-PB,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,22,BR-PB,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,19,BR-PB,Dengue,2020-02,2025-07-22 18:11
Headache,/m/0j5fv,17,BR-PB,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,17,BR-PB,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,15,BR-PB,Dengue,2020-02,2025-07-22 18:11
Head,/m/04hgtk,15,BR-PB,Dengue,2020-02,2025-07-22 18:11
Platelet,/m/01bw6w,14,BR-PB,Dengue,2020-02,2025-07-22 18:11
Vaccine,/m/07__7,10,BR-PB,Dengue,2020-02,2025-07-22 18:11
Pain,/m/062t2,10,BR-PB,Dengue,2020-02,2025-07-22 18:11
Measles,/m/0g2gb,9,BR-PB,Dengue,2020-02,2025-07-22 18:11
Yellow fever,/m/087z2,9,BR-PB,Dengue,2020-02,2025-07-22 18:11
Case fatality rate,/m/09lm43,8,BR-PB,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,7,BR-PB,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,6,BR-PB,Dengue,2020-02,2025-07-22 18:11
Disease,/m/027x3,5,BR-PB,Dengue,2020-02,2025-07-22 18:11
Vomiting,/m/012qjw,4,BR-PB,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-PE,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,63,BR-PE,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,54,BR-PE,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,24,BR-PE,Dengue,2020-02,2025-07-22 18:11
Chikungunya virus infection,/m/01__7l,21,BR-PE,Dengue,2020-02,2025-07-22 18:11
Zika fever,/m/02vkznh,20,BR-PE,Dengue,2020-02,2025-07-22 18:11
Fever,/m/0cjf0,16,BR-PE,Dengue,2020-02,2025-07-22 18:11
Disease,/m/027x3,15,BR-PE,Dengue,2020-02,2025-07-22 18:11
Bleeding,/m/012n6x,14,BR-PE,Dengue,2020-02,2025-07-22 18:11
Metamizole,/m/08j19g,12,BR-PE,Dengue,2020-02,2025-07-22 18:11
Larva,/m/0d9_3,11,BR-PE,Dengue,2020-02,2025-07-22 18:11
Zika virus,/m/080m_5j,10,BR-PE,Dengue,2020-02,2025-07-22 18:11
Body,/m/0180q,10,BR-PE,Dengue,2020-02,2025-07-22 18:11
Measles,/m/0g2gb,8,BR-PE,Dengue,2020-02,2025-07-22 18:11
Aedes,/m/01yz26,8,BR-PE,Dengue,2020-02,2025-07-22 18:11
Combat,/m/0byj4,8,BR-PE,Dengue,2020-02,2025-07-22 18:11
Epidemic,/m/0hn9s,7,BR-PE,Dengue,2020-02,2025-07-22 18:11
Mortality rate,/m/01b4_q,7,BR-PE,Dengue,2020-02,2025-07-22 18:11
Acetaminophen,/m/0lbt3,6,BR-PE,Dengue,2020-02,2025-07-22 18:11
Vaccine,/m/07__7,6,BR-PE,Dengue,2020-02,2025-07-22 18:11
Ministry of Health of Brazil,/m/0c3ty1w,5,BR-PE,Dengue,2020-02,2025-07-22 18:11
Dengue virus,/m/0g58pft,5,BR-PE,Dengue,2020-02,2025-07-22 18:11
Diarrhea,/m/0f3kl,5,BR-PE,Dengue,2020-02,2025-07-22 18:11
HIV/AIDS,/m/0d19y2,4,BR-PE,Dengue,2020-02,2025-07-22 18:11
Symptom,/m/01b_06,100,BR-PI,Dengue,2020-02,2025-07-22 18:11
Mosquito,/m/09f96,82,BR-PI,Dengue,2020-02,2025-07-22 18:11
Yellow fever mosquito,/m/06y6_w,80,BR-PI,Dengue,2020-02,2025-07-22 18:11
Preventive healthcare,/m/0400g4,24,BR-PI,Dengue,2020-02,2025-07-22 18:11
Virus,/m/0g9pc,20,BR-PI,Dengue,2020-02,2025-07-22 18:11
